time_stamp;title;topic
2008-07-10;RWE offers to manage joint German power grid holding;0
2012-09-21;RWE npower opens new Pembroke power station;-1
2009-01-15;RWE buys minority stake in Norwegian battery maker Revolt;3
2012-08-01;RWE puts off talks on job guarantee - report;-1
2011-03-17;RWE floats first offshore installation ships;0
2014-03-19;German politicians criticise RWE's deal to sell Dea unit to Russians;4
2018-01-03;Deutsche Börse news: XETR : INSTRUMENT_EVENT RWE (02 Jan 2018);1
2011-09-23;German RWE opens twin data centre;-1
2013-11-14;German energy giant RWE to cut 6,750 jobs;-1
2010-06-16;"Equinet retains ""accumulate"" on RWE";-1
2008-02-07;German RWE To Build 10.5 MW Sea Current Power Plant Offshore Wales;0
2011-01-25;RWEPY Inactive, OTC Deletion Eff. 01/26/2011;-1
2009-07-15;German environment min warns RWE of risky nuclear reactor;-1
2019-05-03;Utility Firm RWE Expects 2019 Stand-Alone Adjusted Earnings Decline;2
2011-12-15;RWE [Energy] closes at 6.9% below VWP but at 23.6% premium to 52-week low;0
2011-08-08;RWE [ DAX index] hits year-low 18th time in three months;1
2011-05-31;Month to May 31: RWE hits year-low 5th time in nine months;1
2009-01-05;RWE may build two or three nuclear reactors in UK - report;-1
2010-02-02;Repower to deliver 48 wind turbines to RWE Innogy;0
2008-12-18;RWE Plans $1.35 Billion Investment in Bosnia and Plans Expansion in Eastern Europe, an Industrial Info News Alert;2
2011-04-15;RWE Equips Amsterdam With Charging Stations for Electric Vehicles;3
2011-12-06;RWE [Energy] drops to two-month low on strong volume;1
2011-06-01;DGAP-PVR: RWE AG / Correction of the release of the announcement according to;2
2009-04-24;RWEOY Pays 5.85045 final Per Share Record Date 04/22/2009;2
2011-12-23;RWE reportedly eyes sale of Polish business, seeks advisors;2
2022-12-07;Wednesday December 07, 2022 All You Need to Know About the RWE ADR Today;2
2012-05-31;BASF interested in RWE unit - report;2
2011-10-10;- Gazprom and RWE to continue talks on setting up Joint Venture in energy sector;0
2014-08-14;RWE guides for lower renewables profit in 2014;0
2012-06-20;RWE Innogy begins construction of Juchen wind farm;0
2019-11-14;"Head Line: European Patent Office awards patent to INNOGY SE for ""Method and system for exchanging charging information between a charging station and a check out system""";3
2011-10-06;RWE confirms continuation of exclusive talks with Gazprom on JV;-1
2012-11-02;- RWE completes sale of its shareholding in Berlinwasser;2
2011-10-06;RWE [ DAX index] hits two-month high on firm volume;1
2022-01-27;RWE unit to build, operate 1,000- MW offshore wind farm in Denmark;0
2008-02-25;RWE , EnBW decline to comment on press report about interest in EWE stake;2
2011-08-24;EC approves acquisition of RWE 's Amprion by Molaris, Commerz Real;3
2010-11-11;RWE reccurent net profit rises 11% Y/Y in 9-mo 2010;2
2013-06-12;RWE Dea signs farm-in agreement for offshore licence in Suriname;4
2015-06-10;RWE's UAE renewables partner may be Masdar - report;0
2020-04-27;Germany 's RWE books lower lignite coal generation, higher renewables in Q1;0
2014-09-16;"Swiss Federal Institute of Intellectual Property granted patent to RWE Effizienz GmbH on September 10 titled as ""METHOD AND DEVICE FOR THE ENERGY-SAVING COMMUNICATION IN BUILDING AUTOMATION""";3
2008-04-11;Research and Markets: BHP Billiton, RAG Aktiengesellschaft And RWE AG Remain The Leading Companies Operating In Germanys Coal Industry;4
2011-08-05;RWE [ DAX index] falls in weak trading with rising open interest, weekly and monthly trend remains weak;1
2011-03-23;RWE [ DAX index] rises on high volatility and expanding price range;1
2011-03-18;- RWE 's first own offshore installation vessel launched;0
2010-11-26;-Significant gas discovery for RWE Dea in Egypt;4
2012-05-08;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2011-09-14;RWE [ DAX index] climbs 5.8% on high volume rising for a second consecutive day, a two day rise of 8.4%;1
2009-06-03;RWE Npower seeks consent for 45 MW wind farm;0
2022-12-08;"RWE ADR (RWEOY: $44.15) falls ; -13c [-0.3%]";1
2016-12-27;Profile of Reiner B\xF6hle Chairman of RWE;3
2014-01-27;Deal snapshot: RWE SAYS ELES WAS NON-CORE ASSET;-1
2017-06-23;DGAP-Adhoc: RWE Aktiengesellschaft: RWE Executive Board intends special dividend amounting to EUR 1.00 per share due to the reimbursement of the Nuclear Fuel Tax (english);2
2013-11-22;RWE AG Analysis Across the Oil and Gas Value Chain Report;2
2011-12-21;UPDATE: RWE director buys;2
2011-02-24;RWE boosts 2010 profit, sees 2011 profit drop on nuclear tax;2
2010-12-01;- RWE hybrid wins Moody's investment mark;2
2022-11-11;RWE ( RWE : EUR39.78) offers earnings yield of 5.1%;2
2012-10-30;RWE preference strengthens above MAP;1
2019-10-04;Utility RWE plans to offset all of its carbon emissions by 2040;-1
2019-09-17;EC says yes to RWE , E.on's Innogy -centered asset-swap;-1
2019-05-03;Bowing to German coal phaseout, RWE cancels plans for new lignite plant;-1
2010-01-08;Norwegian Fred Olsen Energy wins USD 22.4m contract extension;-1
2008-05-15;RWE Q1 operating profit down 11 pct on lower power trading, missing forecasts;2
2008-02-05;RWE enters Nabucco pipeline consortium - report;-1
2022-10-17;Foley Advises RWE in $6.8B Acquisition of Con Edison ’s Clean Energy Businesses;2
2010-05-13;RWE gets off to a good start in 2010;2
2008-02-28;German RWE Denies Plans for Transmission Networks Sale;-1
2022-12-02;"Weekly: RWE ADR (RWEOY: $44.25) posts best week in seven months; +13c [0.3%]";1
2011-09-07;RWE [ DAX index] rises in strong trading with rising open interest;1
2018-10-30;Germany Infrastructure Profile: RWE;-1
2019-11-13;E.ON signs UK wind energy power purchase agreement with RWE;0
2013-04-23;RWE Innogy gets approval for new wind farm capacity of 100 MW in Wales;0
2011-08-09;RWE [ DAX index] hits year-low 7th time in one month and 19th time in three months;1
2011-11-21;RWE Npower Renewables gets planning permit for UK wind farm;0
2008-06-03;S&P Downgrades German RWE to A on High Investment Plans;2
2009-06-09;German RWE places EUR 1.5bn bond;-1
2012-10-29;RWE falls in weak trading with bearish open interest;1
2009-05-26;"RWE CEO Says New Coal-Fired Projects ""on Hold,"" an Industrial Info News Alert";0
2018-11-14;RWE 9-Month Adjusted Earnings Declines 24% But Confirms 2018 Outlook;2
2013-06-18;RWE submits plans for 1.2-GW offshore wind park;0
2011-12-22;RWE preference [Energy] gains 4.0% on weak volume, weekly rise of 5.6%;1
2012-04-20;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2016-12-27;Profile of Leonhard Zubrowski Chairman of RWE;-1
2021-05-21;National Grid , RWE to jointly bid in New York Bight seabed lease auction;0
2014-05-19;- RWE - Positive interim result in a difficult environment;2
2012-05-21;"RWE Innogy names offshore installation vessel ""Victoria Mathias""";0
2011-09-19;"RWE [ DAX index] weakens below Moving Average Price (MAP); 50-day MAP trails 200-day MAP";1
2012-01-10;Oettinger proposes merger between E.on, RWE - report;-1
2015-06-01;RWE WINS GREENTEC AWARD 2015;-1
2019-05-27;Federal Trade Commission clears RWE to acquire stake in E.ON;-1
2012-10-25;RWE weakens below EMAP;1
2011-09-06;RWE [ DAX index] hits year-low 7th time in one month and 17th time in three months;1
2012-05-25;RWE Innogy begins construction of fourth wind farm in Poland;0
2018-03-20;EQS -PVR: RWE Aktiengesellschaft: Release according to Article 40, Section 1 of;4
2011-04-08;- RWE Dea posts substantial increase in earnings;2
2010-06-28;RWE npower renewables applies for tests at 1.5 GW Atlantic Array offshore wind project - report;0
2008-06-19;Experts Recommend Bonus Certificate On German RWE;-1
2010-06-09;German RWE may lose millions in conflict with pensioners - report;-1
2022-12-28;Sempra Inks Multi-year LNG Sale, Purchase Deal With RWE;2
2011-08-10;- RWE AG - Ad-hoc-Announcement according to Sec 15 WpHG;2
2019-10-02;E.on transfers renewables ops to RWE;0
2017-08-14;"RWE H1 Profit Surges On Tax Refund; Backs FY17 Forecast In Upper-end Of Range";2
2011-09-12;ANNUAL REPORT: RWE PREFERENCE (RWE3.DE) EPS DOWN 7.5% TO EUR6.2 ($US8.24);2
2011-06-29;RWE installs first foundation of offshore wind farm Thornton Bank 2;0
2014-12-16;EQS -PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2011-06-27;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2011-08-17;RWE reportedly to shed stakes in regional utilities;0
2012-03-20;RWE Dea boosts earnings by over 80 per cent;2
2018-10-30;RWE pushes back against Norwegian fund over call to ditch coal stocks;-1
2011-02-16;RWE [ DAX index] drops to one-month low, for a 3-day fall of 2.7% on firm volume;1
2008-04-21;German Siemens Gets 100 Mln Euro Wind Turbine Orders from RWE;0
2022-11-29;"RWE ADR (RWEOY: $43.31) falls on average volume; -39.5c [-0.9%]";1
2010-12-31;Inter RAO woos E.ON, RWE , Enel , close to Bulgarian deal;4
2010-05-24;RWE hands over two projects to the public;0
2022-09-30;RWE Agrees To Buy Con Edison 's Clean Energy Businesses For $6.8 Bln;2
2018-01-03;German RWE reorganizes gas, coal generation business;4
2008-08-07;RWE wants to build 2-3 giant offshore wind parks off the German coasts;0
2008-02-22;RWE expects 1-1.5 bln eur annual emission costs until 2012 - CEO;2
2017-12-01;RWE AG ST Financial Reports: Report on the first half of 2016;2
2009-01-23;RWE , E.on hold stakes in Luxembourg 's gas utility;0
2019-08-15;Strong trading performance boosts RWE 's H1'19 results;2
2015-07-03;RWE AG - Power Plants and SWOT Analysis Trend Analysis and Forecasts to 2015;2
2022-12-23;Friday December 23, 2022 What Happened Today to the RWE ADR;3
2009-01-26;RWE Energy AG agreed to acquire Luxempart-Energie SA from Luxempart SA;-1
2011-12-13;"RWE preference [Energy] weakens below Moving Average Price (MAP); 50-day MAP trails 200-day MAP";1
2019-03-14;RWE AG FY Stand-alone Adj. EBITDA Down;2
2013-09-19;DGAP-Adhoc: RWE Resolves to Adjust its Dividend Policy and Maintains its;2
2009-10-14;German RWE may withdraw from Enea privatization - report;-1
2014-09-26;DGAP-CMS: RWE Aktiengesellschaft : Share buy-back;2
2011-11-03;RWE [ DAX index] rises in strong trading with rising open interest, continues strong monthly trend;1
2013-04-15;OMV acquires RWE 's stake in Nabucco project;-1
2011-01-26;RWE doubts offshore wind goals in Germany 's energy concept - report;0
2022-11-08;"Rwe Ag 52-year bond falls 1.2%; -$1.20 [1.2%]";2
2016-03-11;"Head Line: US Patent granted to RWE AG ( Delaware ) on March 8, 2016 titled as ""Charging station and method for securing a charging process of an electric vehicle""";3
2012-05-30;RWE npower slashes Welsh offshore wind scheme to 278 turbines - report;0
2008-02-04;Czech RWE Transgas Spins Off End-user Service Operations;4
2019-06-26;E.ON offers concessions to get EU nod for Innogy merger;2
2014-11-19;RWE appoints new director of CoE C;-1
2019-09-16;NY siting board approves RWE 's 242- MW wind farm;0
2011-04-21;-Two new licences on the Norwegian Shelf for RWE Dea Norge;4
2012-07-04;RWE , Hesse at odds over closure of Biblis nuclear reactors;-1
2011-07-25;RWE [ DAX index] falls in weak trading with rising open interest;1
2015-08-13;Stem closes USD-45m funding round led by RWE unit;-1
2018-01-03;Deutsche Börse news: XETR : INSTRUMENT_EVENT RWEA (02 Jan 2018);1
2013-09-02;Australia: RWE Power Receives Patent for 'Method for operating a steam turbine power plant as well as device for creating steam from lignite';3
2010-02-11;Norwegian AGR Group wins contract extension for Bredford Dolphin;-1
2010-06-01;RWE Innogy inaugurates wind farm in Lower Saxony;0
2009-02-10;Egyptian Subsidiary and RWE Dea Enter Into Joint Exploration In Egypt;4
2012-04-18;Australia: RWE Power Receives Patent for 'Method for monitoring and/or testing without destruction a transmission element, and measuring arrangement for carrying out the method';3
2012-10-15;RWE rises with open interest rising;1
2010-11-29;- RWE Dea Deutsch Breagh Development - RWE Dea awards pipelay contract to Allseas;4
2009-11-10;E.ON and RWE Create New Nuclear Company, an Industrial Info News Alert;2
2008-04-01;German RWE To Launch American Water On NYSE in Spring 2008;-1
2009-02-17;RWE to cut gas prices again in Apr;2
2012-10-02;RWE rises on high volatility;1
2022-11-25;Friday November 25, 2022 What Happened Today to the RWE ADR;-1
2008-02-28;RWE denies press report it considers selling its power grid;-1
2014-06-09;- RWE Dea celebrates 30-year anniversary of oil production in the Egyptian Gulf of Suez;4
2010-06-29;"Morgan Stanley cuts RWE to ""underweight""";1
2018-05-02;- RWE shareholders receive ordinary and special dividend totalling EUR1.50;2
2012-10-04;RWE Power Aktiengesellschaft Files Patent Application for Insulating Cartridge;3
2008-01-11;RWE plans to offer stakes in new power plants to companies, municipalities - CEO;0
2017-08-14;"RWE Profit Surges On Tax Refund; Backs Forecast In Upper-end Of Range";2
2008-09-05;German RWE Dea Takes Part in Irish Oil Exploration Licence;4
2011-06-29;RWE [ DAX index] rises in strong trading with rising open interest, continues strong weekly trend;1
2011-09-05;RWE to boost NRW renewable energy capacity to 200 MW by 2014;0
2012-01-27;RWE Dea wins seven licences in Norway;4
2022-05-25;Sempra Infrastructure and RWE Sign Heads of Agreement for U.S. LNG Supply;-1
2022-05-23;RWE AG Says Newly Proposed EU Rules Shackle Efforts To Boost Green Hydrogen Production;-1
2021-03-23;Offshore wind no longer a game with big returns, says RWE;0
2012-06-28;Public inquiry planned for Vattenfall, RWE npower Wales wind schemes;0
2017-06-06;Company profile of RWE Npower plc;2
2019-10-15;RWE acquires E.ON's renewable business in US;0
2012-10-30;RWE and E.ON conclude sale of Horizon Nuclear Power Ltd.;2
2010-12-31;"WIPO ASSIGNS PATENT TO RWE FOR ""CONNECTION BETWEEN A CHARGING STATION AND AN ELECTRIC VEHICLE"" ( GERMAN INVENTORS)";3
2015-05-12;RWE's 295-MW Nordsee Ost wind farm is on, Gwynt y Mor is next;0
2011-02-24;"Barclays affirms ""underweight"" on RWE";-1
2009-05-18;Dutch Essent's biggest shareholder okays RWE 's bid;2
2016-02-08;Germany 's RWE Invests in Orange County Clean Tech Firm, KnGrid Bringing Technology to Marry Electric Vehicles to Wind and Solar;0
2013-02-27;Changes on Supervisory Board and Executive Board of RWE AG Dividend proposal of â,¬2 for the financial year 2012 Group reduces Executive Board to four mandates;2
2008-11-21;RWE plans further nuclear power plant investments - report;2
2009-06-23;Norwegian Fred Olsen says deal with RWE Dea Norge cut to USD 39m;4
2011-12-05;DGAP-Adhoc: RWE AG : RWE decides on cash capital measure;2
2011-05-17;RWE [ DAX index] dips 0.5% on high volume falling for a fourth consecutive day, a four day fall of 4.2%;1
2022-06-07;RWE completes 60-MW battery storage project in Ireland;-1
2022-05-26;European Natural Gas Prices Rise as Norwegian Pipeline Exports Decline to 1-Month Low, ANZ Bank Says;-1
2013-02-05;German Energy Provider Selects QlikView Business Discovery Platform RWE AG leverages QlikView for monitoring KPIs of shared services platform;-1
2018-08-15;RWE AG ADR (RWEOY) Q2 2018 Results - Earnings Call Transcript;2
2013-03-05;RWE abandons EUR7bn asset disposal target;-1
2014-05-08;RWE Dea signs joint study agreement with SOCAR;-1
2008-12-16;RWE plans ten-year investments of at least EUR 70bn;2
2022-10-04;RWE CEO hails Inflation Reduction Act in Con Edison clean power deal;3
2011-11-15;"RWE [Energy] weakens below Moving Average Price (MAP); 50-day MAP trails 200-day MAP";1
2012-10-08;RWE Dea continues successful development of gas resources in Egypt;4
2009-08-13;RWE sees 2Q net profit rise 37 percent to €477M;2
2016-12-27;Profile of Sandra Bossemeyer Chairman of RWE;2
2017-12-01;RWE AG ST Financial Reports: Annual Report 2014;2
2018-03-12;RWE AG : Ad-hoc-disclosure according to Art. 17 MAR - RWE and E.ON reach agreement in principle on sale of 76.8 per cent innogy stake via a wide-ranging exchange of business activities;2
2015-11-04;RWE generates 1st power at 90-MW Dutch wind park;0
2011-09-26;-German RWE sets up twin data centre in Niederaussem;-1
2022-10-03;QIA invests EUR 2.43 billion to accelerate RWE ’s Growing Green strategy;2
2011-04-11;RWE [ DAX index] hits one-month high, for a 7-day rise of 5.1%;1
2013-01-24;- RWE Dea awarded new operatorship in Norway;4
2014-11-13;RWE Innogy posts 74% Y/Y fall in 9-mo op profit;2
2011-05-12;ANNUAL REPORT: RWE ( RWE .DE) EPS DOWN 7.46% TO EUR6.2 ($US8.24);2
2011-07-14;INTERIM REPORT (QUARTER): RWE PREFERENCE (RWE3.DE) EPS OF EUR3.409 ($US4.8);2
2022-10-27;RWE ( RWE : EUR38.90) offers earnings yield of 5.2%;2
2011-05-04;RWE Dea makes gas discovery in Egypt;4
2012-10-29;- RWE Dea Norge secures rig capacity for Titan drilling in 2013;-1
2008-04-24;Major Slice of RWE 's $47 Billion Power Investment Going International, an Industrial Info News Alert;2
2022-02-17;DGAP-Adhoc: RWE AG: Executive Board raises overall earnings forecast for the full year 2022 (english);2
2009-09-28;RWE Npower Renewables to 50 MW build biomass plant in Scotland;0
2012-02-28;Bernhard GÃ¼nther appointed member of RWE AG Executive Board;-1
2010-04-28;RWEOY Pays 4.65395 final Per Share Record Date 04/22/2010;2
2011-09-12;RWE [ DAX index] hits year-low;1
2011-02-25;RWE [ DAX index] dips 0.3% on high volume falling for a third consecutive day, a three day fall of 6.2%;1
2009-05-14;Deal snapshot: RWE INNOGY UPS STAKE SPANISH DANTA DE ENERGIAS TO 93.7%;2
2009-08-17;RWE bids for majority stake in Polish Enea;-1
2011-08-05;RWE AG Seen Naming Terium As Next CEO- Reuters;2
2011-07-22;German RWE to keep natural gas prices stable until end-2011;-1
2009-06-10;German RWE Dea appoints CEO;4
2009-11-19;Swedish Sandvik to supply SEK650m equipment to RWE;0
2022-11-01;"RWE ADR (RWEOY: $38.81) hits one-month high on average volume; +36c [0.9%]";1
2012-10-23;RWE preference falls 1.0% on low volume;1
2011-05-16;RWE Innogy commissions facility for production of pellets from green wood;-1
2013-10-21;EANS-News: Semperit Group : Large RWE Order for Conveyor Belts;3
2011-08-09;German utility RWE 's first half profit down 39 per cent to $2.4 billion amid nuclear power exit Utility RWE 's first half profit down 39 per cent;2
2022-05-26;- Sempra Infrastructure signs heads of agreement with RWE Supply Trading;2
2008-04-01;Czech RWE, PP Hike Natural Gas Prices by 3.0 Pct April 1, 2008;2
2010-06-17;Noreco announces drilling start in Norwegian Sea prospect;4
2021-11-11;RWE 9-month Adj. Net Income Rises;2
2013-12-19;BASF preparing bid for RWE Dea - report;2
2011-07-13;RWE [ DAX index] rises in strong trading with rising open interest;1
2013-03-28;RWE AG publishes 2012 Sustainability Report;2
2010-12-01;Swedish Lundin Petroleum strikes oil in Apollo prospect in Norwegian Sea;4
2008-04-02;German RWE To Bid for Babcock & Brown European Wind Farms - Report;0
2010-01-20;UTILITIES: RWE to build world's largest wood pellet plant in Ga.;0
2021-06-23;TotalEnergies, Enel , RWE in race for  800M French wind portfolio Bloomberg;0
2021-01-01;RWE sells tax equity stake in Texas wind farm to JPM Capital;0
2022-11-21;"RWE ADR (RWEOY: $41.98) falls 1.4% on average volume; -61c [-1.4%]";1
2009-11-20;Czech CEZ, German RWE may bid for Polish Enea again;-1
2009-01-05;RWE sees no impact from Russia - Ukraine gas dispute on Germany;-1
2008-08-14;German RWE H1 Net Profit Down To 2.1 Bln Euro;2
2019-11-15;RWE slams German renewables policy, says country 'not well positioned';0
2008-02-14;German RWE To Acquire 50 Pct in U.S. Excelerate for $500 Mln;-1
2011-04-29;Month to April 29: RWE trails 82.9% of stocks, price 9.8% below volume weighted price;1
2011-02-04;"WIPO ASSIGNS PATENT TO RWE FOR ""DEVICE AND METHOD FOR PROVIDING ELECTRICAL ENERGY AT A LOAD CIRCUIT"" ( GERMAN INVENTORS)";3
2010-09-02;RWE plans legal form transformation into SE - report;2
2011-09-20;Australia: RWE Power Receives Patent for 'Method for the operation of a steam turbine power plant, and steam generating apparatus';3
2011-07-27;RWE [ DAX index] drops 1.8% on high volatility;1
2008-01-09;Germany 's RWE to up stake in Budapest power company ELMU by around 10 pct;-1
2012-09-04;RWE Innogy commences operations of 14MW Krzecin onshore wind farm in Poland;0
2016-02-17;RWE says renewables earnings more than double in 2015;2
2022-10-24;Monday October 24, 2022 RWE ADR Compendium - A Snapshot as of October 24;2
2017-12-01;RWE AG ST Financial Reports: Annual Report 2010;2
2011-07-08;RWE may launch capital hike to strengthen balance sheet;-1
2010-12-08;- RWE Dea Norge - Oil discovery offshore Norway near the Gjoa Field;4
2010-02-25;RWE net profit up 40% in 2009;2
2012-11-12;RWE preference strengthens on low volume;1
2016-05-13;-RWE - Earnings forecast for 2016 confirmed;2
2019-04-30;â€œMacquarie Infrastructure and Real Assets (MIRA) managed consortium of investorsâ€ exercises option to purchase RWE stake in Czech grid operator IGH;2
2016-08-01;DGAP-Adhoc: RWE Aktiengesellschaft: Ad-Hoc Release - RWE Issues Outlook for 2016 and 2017 for RWE International SE, which combines the Grid & Infrastructure, Retail and Renewables Segments (english);2
2015-03-16;"WIPO PUBLISHES PATENT OF RWE AG TITLED AS ""METHOD AND SYSTEM FOR DYNAMICALLY PROVIDING INFORMATION VIA CHARGING STATION""";3
2011-08-08;DGAP-Adhoc: RWE AG : RWE plans equity capital measure;2
2009-09-03;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2008-02-18;North Rhine-Westphalia to lose blocking minority in RWE by 2010 - report;-1
2011-01-03;RWE signs EPSA IV for field development in Libya;4
2013-12-23;RWE npower gets cold shoulder for 36-MW wind scheme;0
2013-04-16;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2010-12-06;RWE Innogy launches construction of biomass CHP plant in Scotland;-1
2011-07-20;Moody's axes RWE rating;1
2011-08-17;German RWE to sell stakes in local utilities for EUR 2.5bn - report;2
2018-03-09;DGAP-Adhoc: E.ON SE: E.ON reaches agreement in principle with RWE to acquire innogy via a wide-ranging exchange of assets (english);2
2013-09-20;RWE and Naftogaz sign gas supply and storage agreement in Ukraine;4
2011-04-15;RWE gets order to install charging stations for electric cars in Amsterdam;3
2019-11-14;RWE not to further reduce stake in E.on, CFO says;2
2009-01-30;RWE Innogy-led consortium gets EUR 30m order to build biomass plant;-1
2018-07-18;EQS -Adhoc: E.ON SE: E.ON and innogy agree on joint preparation for integration;2
2016-09-19;-Markus Krebber appointed Board member of RWE AG;-1
2008-01-22;Research and Markets: New Company Profile Examines RWE AG , German Integrated Electricity and Gas Company;2
2010-03-16;RWE Npower gears for 120 MW of wind;0
2008-02-04;German RWE WWE To Raise Natural Gas Prices by 0.5 Euro/kWh;-1
2022-08-19;RWE eyes  5B green spend in 2022, aiding Europe's push for energy independence;-1
2009-07-06;RWE Innogy invests in two Scandinavian biomass tech cos;2
2017-09-26;RWE AG Launches Tender Offer For Hybrid Bonds;-1
2011-03-15;German RWE to check nuclear plant safety - report;-1
2013-05-17;Australia: RWE Power Receives Patent for 'Method for generating process steam';3
2013-08-28;RWE Innogy gets permission to install 108 turbines in North Sea;0
2009-07-14;Germany 's RWE AG out of Kosovo power plant bid;-1
2012-11-07;RWE preference declines 2.6%;-1
2022-11-18;"Weekly: RWE ADR (RWEOY: $42.59) rises for a fourth consecutive week, a four-week rise of 16.7%; +$1.31 [3.2%]";1
2008-07-04;German RWE Concerned About Russian TGK-2 Acquisition;-1
2010-09-17;RWE, BYD Join Hands for Expansion in Europe EV Market;-1
2011-12-30;RWE [Energy] rises 0.7% on low volume, rising for a second day, a 2-day rise of 2.5%;1
2018-03-15;Moody's reviews innogy's Baa2 ratings for downgrade;1
2008-04-24;Czech RWE Transgas Ups Net Profit 56 Pct 2007;2
2012-10-30;RWE , E.ON agree GBP696m sale of Horizon JV to Hitachi;2
2009-11-16;RWE to build Serbian hydro power plants;-1
2020-03-18;DGAP-News: RWE Aktiengesellschaft: Security measure due to coronavirus: RWE postpones Annual General Meeting (english);2
2022-10-25;Tuesday October 25, 2022 What Happened Today to the RWE ADR;-1
2011-12-02;Weekly: RWE rises in strong trading with rising open interest, continues strong monthly trend;1
2009-08-27;German RWE Dea completes takeover of Breagh Field;4
2022-11-22;"RWE ADR (RWEOY: $42.41) increases 1.0%, jumps 4.2% for week; +44c [1.0%]";1
2013-01-04;RWE Dea appoints new COO;4
2013-04-01;RWE npower starts up 2 turbines at 20.5-MW wind project in England;0
2014-04-28;- RWE selects GroupM as its International media agency;-1
2008-04-08;German RWE, UK Centrica To Jointly Bid for British Energy - Report;2
2022-12-16;Dentons Advises BayernLB, Danish Export Credit Agency EKF on Fund Financing for 2 RWE Offshore Wind Farms;0
2014-02-13;- Schneider Electric and RWE join forces in electric mobility market for charging infrastructure solutions;3
2011-04-26;RWE [ DAX index] closes at 5.1% below VWP but at merely 2.4% premium to 52-week low;1
2022-12-15;Thursday December 15, 2022 RWE ADR Compendium - A Snapshot as of December 15;2
2008-05-23;CORRECTION EU Commission to rule in probes against E.ON, GdF , RWE - report;2
2011-08-05;RWE , E.on to operate offshore wind farms from new station in Heligoland;0
2011-05-02;RWE [ DAX index] strengthens 0.1% on high volume rising for a third consecutive day, a three day rise of 2.2%;1
2010-04-16;State Premier Christian Wulff and RWE's CEO Juergen Grossmann commission new CCGT power station at Lingen Emsland one of the largest power generation sites in Europe New 887 MW plant reaches efficiency of almost 60%;3
2009-10-28;RWE withdraws from Bulgarian nuclear plant project;-1
2008-05-16;RWE plans to expand its water operations in Germany , Eastern Europe;-1
2008-09-26;Helius Energy Plc RWE Innogy to acquire Helius Energy Project;3
2018-04-20;RWE continues to pursue transaction with E.ON as planned and with resolve;-1
2022-01-06;Northland Power , Frankfurt-listed RWE Renewables to Jointly Develop 1.3 GW Offshore Wind Cluster off the German Coast;0
2011-06-23;RWE [ DAX index] falls in weak trading with rising open interest;1
2022-10-17;RWE ( RWE : EUR38.85) offers earnings yield of 5.2%;2
2022-10-25;RWE ( RWE : EUR39.15) - PRE-MARKET CONFIRMATORY BULLISH SIGNAL FROM ITS ADR MARKET Wednesday October 26, 2022 07:10 CEST;2
2018-08-14;"RWE Posts 'stand-alone' Adjusted EBITDA Of EUR 1.1 Bln In H1; Backs FY18 Outlook";2
2011-07-01;RWE [ DAX index] rises 1.5%, for a 4-day rise of 4.8%, on high volatility and expanding price range;1
2018-03-12;DGAP-Adhoc: E.ON SE: E.ON concludes agreement with RWE to acquire innogy via a wide-ranging exchange of assets (english);2
2015-05-05;"US Patent Issued to RWE Power on May 5 for ""Method for operating a steam turbine power plant and also device for generating steam"" ( German Inventors)";3
2011-10-03;RWE announces formation of European Association for Storage of Energy;3
2008-01-17;RWE offers wage increase of 3.9 pct to employees - ver.di union;-1
2022-12-19;Monday December 19, 2022 RWE ADR Compendium - A Snapshot as of December 19;2
2009-07-24;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2010-01-21;RWE awaiting regulatory nod to start sale of gas grid;-1
2021-03-16;District Heating and Cooling Market Next Big Thing | Major Giants NRG Energy , Fortum, Vattenfall, RWE;0
2022-12-20;"RWE ADR (RWEOY: $44.03) strengthens above moving average price; +10c [0.2%]";1
2012-04-02;RWE AG publishes 2011 Sustainability Report;2
2011-04-12;RWE Innogy hires quality watchers to monitor offshore wind farm production;0
2016-03-25;-Changes to RWE Supply and Trading Board;2
2010-10-05;"HSBC cuts RWE share target to EUR 46, affirms ""underweight"" rating";-1
2008-06-12;German RWE Still Interested in British Energy;-1
2014-05-14;"RWE Profit Falls; Cuts Outlook";2
2013-03-20;- RWE Dea makes concept selection for PL435 Zidane in Norway;4
2017-12-01;RWE AG ST Financial Reports: Financial statements 2012;2
2022-12-06;"INTERNATIONAL PATENT: RWE RENEWABLES GMBH FILES APPLICATION FOR ""FLOATING OFFSHORE WIND TURBINE""";3
2015-12-01;EQS-Adhoc: RWE Aktiengesellschaft : Executive Board resolves pooling of the;2
2014-07-01;- RWE continues to expand in Eastern Europe;-1
2012-10-31;RWE preference strengthens above 50-day EMAP;1
2020-11-25;Major offshore wind farm stake sold in £648m deal RWE SELLS OFF 49 PER CENT SHARE IN HUMBER GATEWAY OFFSHORE WIND FARM;0
